recording_id,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23
000316da7,0.9405113,0.35472447,0.85342836,5.874677,-0.022856317,0.22356877,0.19275025,0.165348,0.23385477,0.94741386,0.14331514,1.3276807,4.9873543,0.3627576,2.1466868,0.9955435,-0.918615,-0.48377788,2.9607635,-0.4151071,1.0471554,-0.7847833,1.6048386,0.9864014
003bc2cb2,0.03844915,3.1491656,0.043815054,2.802921,1.6226865,0.39933628,0.3380635,0.32585332,1.1651171,0.84016186,1.2168717,2.0547943,1.6209044,-0.028024392,1.6031595,1.6672169,8.340341,1.1005235,0.33660367,-0.040139984,-0.00477558,0.5732206,1.2234094,0.5210623
0061c037e,3.5260136,-0.32068714,0.9982399,1.3142374,-0.28480962,1.7772417,0.048641793,5.610238,-0.9545468,1.3642231,0.47316307,1.4563123,0.9031132,0.46587205,-0.11208152,-0.70090413,0.48884428,0.67186725,-0.53541696,-0.0926157,0.48888603,-1.0111378,0.15943582,1.6137121
010eb14d3,6.686966,-1.5258566,-1.4016451,-0.17821768,-0.14855048,0.68500423,-0.53684,-0.23021384,5.457781,0.40361688,-0.537645,-0.069416866,-1.1762512,-1.6363502,0.26282582,0.2500543,-0.34309563,0.3736683,1.9580108,-0.32412148,0.2171672,0.09447045,-1.601195,-0.6223155
011318064,0.60187054,-0.14357664,0.46068352,1.7005312,0.512261,1.4612919,0.93217164,3.1958253,0.61294925,1.2964566,1.1484615,0.86507756,1.2683263,0.62743384,8.482176,4.175399,-0.6673777,0.6607822,5.3054204,0.28147236,0.3885892,0.9448027,-0.20735216,0.5155054
01307e693,-0.4117,1.242583,0.816722,4.2687535,0.9832363,1.2867552,1.353113,4.759331,-0.41815153,0.4137617,0.635202,2.0331805,2.6343532,1.1534201,0.65608865,3.4941912,0.3001429,1.1056229,1.2094009,-0.6574941,0.4052956,0.31006134,0.39160174,1.0919155
013bd8b85,0.48810837,0.6770785,-0.37860575,4.4325185,0.7789189,-0.31586245,0.113145046,0.08892248,0.63395023,2.9152143,-0.21783736,0.70028794,4.9187627,4.4452796,0.5236397,0.41612262,0.18494594,-0.64015234,0.42749837,-0.4598315,0.26340067,-0.8987638,0.13812432,1.1440295
01812f522,-0.6211213,0.07498565,0.7453949,2.3807216,0.32380798,0.5797108,1.2720566,0.01377581,0.6572978,1.0840492,0.7152352,1.7055032,2.6655037,-0.03846496,0.69841295,1.6005533,4.3583956,6.63419,0.18517184,-0.43800434,2.71861,0.8671386,0.78587466,1.8217
019db5220,0.7545849,0.036151417,0.5824003,1.7784091,1.7471393,7.7785335,-0.233054,1.9643012,1.8468279,0.1490636,0.9731608,-0.023807248,2.3051994,0.8300093,0.65482056,-0.6062502,-0.11287026,0.23917472,1.3799341,0.34579277,0.31275848,0.7890414,2.3642082,7.5442786
01bd97dd6,1.0585254,-0.29115987,0.19076923,6.1931295,1.3277835,0.5545327,0.25502488,1.974579,0.07010056,0.619016,0.34414536,0.63253903,4.4667997,-0.22039771,1.4905604,-0.305108,0.051577553,-0.48467028,-1.0779079,-0.45155326,0.2754266,-1.2432773,0.46676928,0.87272716
