recording_id,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23
000316da7,0.6858846,0.09517718,0.14694698,5.3809705,-2.886065,-0.6248625,-1.5272809,0.4010631,-0.72124213,1.6389573,-1.3740574,-0.7472893,4.7177505,-1.8766657,0.0016283665,0.41142592,-0.50849384,-0.0012113473,0.7921558,-0.7065198,-0.7896193,-1.9181894,-1.5759748,-0.60174537
003bc2cb2,0.95367634,1.3961859,-0.047107205,5.1993456,-1.823519,0.12745932,-0.9427756,1.5376024,-0.0845313,-1.1875423,-0.5799374,0.5609469,2.004431,-1.2073522,0.59631765,1.101367,8.089485,0.9055132,0.5963106,-0.104427174,-0.5079146,-1.269338,-1.1095995,0.16326872
0061c037e,3.0918314,1.3674463,-0.60418946,1.5739404,-1.3541429,2.7823877,-0.99772465,4.399186,-0.6476605,3.3273332,1.5212076,1.7222593,0.8227983,-0.8232526,0.57500815,1.0622178,-0.8840935,-0.1501458,0.7153038,0.59227467,-0.18421857,-0.6638823,1.6762701,1.059786
010eb14d3,5.2539825,0.09881504,-0.5365069,0.78058887,-1.8687544,0.7280051,-1.043232,1.1481731,7.1416316,-0.56237626,0.17184548,-0.1896206,1.1906352,-0.68491733,0.1628972,0.83063924,0.060191255,-0.93343264,2.4144645,-0.8901524,-0.33184117,1.0927702,-0.55408484,-0.6037622
011318064,0.5451458,0.94162697,-0.18188524,3.7369215,-0.35450336,0.33424065,-1.2849872,1.092071,-0.8486613,-0.81099415,-0.66739494,-0.34018964,0.577746,-0.65917563,5.6855326,3.5438993,-0.8955644,-0.4533294,4.6076446,-1.6398406,-1.8401135,-0.030863307,-1.175963,-0.28011158
01307e693,-0.45872396,-0.4213584,0.48478904,4.7815228,-2.303079,-0.21058418,-0.5278887,5.322628,-1.63429,-0.9390513,-1.3521965,1.3705103,2.1804528,2.6474948,0.7938244,3.8652883,0.23408411,1.8833581,0.62207913,-1.6762266,-0.6098875,-1.8190899,-1.1153176,0.12259676
013bd8b85,-0.06294833,-0.68236285,0.2329678,4.5949335,-2.0784094,0.026124243,0.085918136,0.59555894,-0.21977758,0.84846747,-0.7493583,-0.08719183,5.944178,0.030670261,-0.29849663,1.4939153,-0.58911973,-0.8117057,2.8459027,-2.7573245,-1.581755,-1.1881716,-1.9082764,-0.94916886
01812f522,0.97457033,0.3057507,-0.27702373,2.04462,-1.5559534,0.2719541,0.18940969,1.6448021,-1.4028016,0.50000066,-0.46119395,0.82606786,1.1265526,-1.1023885,0.6181509,0.5870624,1.398448,7.9550843,0.08842854,-0.67407006,-0.80775625,-1.5144582,-0.8040672,-0.09151805
019db5220,0.32290828,-0.6001511,-0.99123055,1.132034,-0.009271745,5.5236,-1.5051178,1.3747785,-1.2550824,-0.29241827,-1.0289465,-0.16164686,3.7087183,-1.0087286,0.11213938,-0.010666539,-1.2711192,-0.93912065,1.31612,-1.0199697,-1.7534157,-1.3201824,1.7207168,6.615428
01bd97dd6,0.52301884,-0.3123426,-0.37161052,4.0455837,-1.1128042,-0.040264413,-0.5233925,1.1300681,-1.2076712,-0.030643817,-0.18940872,-1.0799476,6.6544724,-1.5211779,0.37490666,0.5203308,-0.38696522,0.41351205,2.1100075,0.38707322,-1.9900947,-1.3119501,-1.9731256,-0.20261909
01d36def5,-0.10810815,-0.8701323,-0.5794897,1.8141555,-1.3320748,5.0608497,-1.2216109,4.421242,-1.7832321,-0.23341936,-0.10553739,0.4652409,-0.23012073,-1.9995372,-0.66198194,0.3757015,-1.5440958,-0.77320576,-0.69744927,-0.6644041,-1.0213178,-1.5994765,-0.7688106,1.2346883
01fefebcb,-0.03982206,0.65662515,-0.61339176,5.3319564,-3.3804371,-0.51340884,-1.2909914,0.89473176,-1.3713046,-0.62211597,-1.874476,-0.18451537,2.8298204,-2.426006,0.7589435,-0.48411846,-0.7374082,-0.557463,3.023187,-0.9749828,-0.7914382,-1.9412444,-1.0711508,-0.65737814
0208fec47,-0.08797955,-0.35851574,-1.1717409,1.3815476,-2.6565466,-0.069105454,-0.85456604,1.708827,-0.52450925,-1.0631883,-0.86485636,4.877193,0.9126256,-0.091232695,0.80163884,6.5500283,0.12865146,-0.62589663,0.73471254,-0.6302613,0.110091284,-1.946603,-0.28994867,-0.07998593
