recording_id,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23
000316da7,-0.47411966,-0.7104874,-0.71228474,5.039486,-2.2734919,-1.1571165,1.476293,0.17370978,-2.0094092,-0.29645023,-2.0910223,-0.6172531,4.4413733,-1.6472789,-0.79329,-0.45027003,-1.0840827,-1.0943761,4.229437,-0.6325048,-0.76918143,-1.4475405,-1.2509896,0.55623454
003bc2cb2,-0.78316957,0.4051113,-1.2604598,4.712281,-1.4632705,-0.3794555,-1.0871722,0.39307776,-0.8498033,-0.839137,-1.9099827,-0.43151686,-0.044007994,-0.13585642,-0.40956232,0.38576308,6.9258156,-0.52831244,0.2880198,-0.9351897,-1.3536042,-0.9090617,-0.6598433,-0.013861801
0061c037e,4.8373423,-0.18509647,0.55838054,2.200024,-0.57244563,5.2601175,0.15131536,3.0054371,-1.0262352,-0.67362756,2.1703706,3.548316,-0.0072367215,-1.7687359,-0.16116339,-0.05285667,-0.73558885,0.4632855,0.06404681,-0.5376887,0.59993625,-1.8466861,1.2106628,1.1743137
010eb14d3,6.6345577,0.26548487,-0.068421766,0.77577704,-0.69502723,0.48084667,-0.31623566,1.1799163,8.003566,-0.1285736,0.38474065,-0.6537065,0.5369033,-1.8326087,0.035042576,-0.16826582,0.3507797,-0.1191172,1.7645789,-0.085825995,-1.1077145,2.0963783,0.029420162,0.08126137
011318064,-0.600302,0.09217709,-0.45164302,3.2563972,0.0933845,-0.18172283,0.5400322,1.0728624,-1.1311718,-1.2518587,-0.69541484,-0.21962537,0.3090103,0.618934,6.68989,1.8306274,-0.358669,-0.34780103,5.736515,-0.5683819,-0.539853,0.9264592,-1.0246873,-0.34784868
01307e693,-0.89591944,-0.51503235,-0.59159434,4.462347,-1.6439445,-1.0496385,-0.055934895,5.1068497,-2.301138,-1.7180461,-1.7520459,0.4557606,0.7224773,4.5805254,0.020802332,5.502958,-0.27995408,-0.47177052,-0.5562949,-1.1395397,-0.46948394,-1.6336697,-0.66474766,1.4616953
013bd8b85,-0.5798117,-1.1797698,-1.015021,4.0478954,-0.6972805,0.5952465,-0.14417274,-0.10370608,-0.9449472,-0.40425122,-0.8301942,-0.9091047,4.9751706,6.3791986,-1.1386244,-0.16882709,0.06876129,-1.520862,4.573949,0.5083484,-1.0318819,-1.0327483,-0.6168218,0.28324193
01812f522,-1.0604305,-0.7911706,-0.99589825,1.3429211,-0.215481,-1.0008507,-0.16314583,1.1087669,-0.70549446,0.39655048,-1.2751966,-0.123920456,-0.80304646,-2.2820914,-0.020012777,0.27281702,1.696815,6.562241,-0.88242775,0.1488937,-1.0634604,-0.77583563,-1.9597424,-0.081435405
019db5220,0.542485,-0.05028134,0.25708178,1.4661608,0.6363464,6.248052,-0.7477315,1.4705508,-0.9231961,-0.45591614,-1.3089235,-0.17100812,1.5131121,0.62295157,0.08232301,0.30194068,-0.07320839,-0.5133758,0.43609735,-0.20414731,-1.0361359,-0.6983211,0.46744296,7.5089555
01bd97dd6,-0.38194102,-1.1998216,-0.84421194,3.1268384,-0.49933645,-0.25092378,0.07710312,-0.06017404,-1.4807779,-1.209282,0.075999506,-1.2666287,4.738044,-0.9311094,-1.135191,-1.0109094,-0.7596644,-1.0668635,2.0705342,-1.20079,-0.9925613,-1.8908024,-0.57378083,1.961314
01d36def5,0.3947173,-0.06603831,0.5470285,1.2028844,-1.0456245,5.660802,-1.2942073,5.3619514,-1.8229026,-0.1718345,-0.831427,-0.28961164,0.51240987,-2.0981622,-0.46356636,0.5345304,-0.632764,0.20607053,0.6098846,-0.43636283,-0.61740404,-2.0938175,-0.101504296,3.033863
01fefebcb,-0.9872972,-1.1810005,-1.5186964,4.700531,-2.191392,-1.1957194,-0.5557032,0.56524265,-2.0364783,-1.2002025,-1.7876287,-0.38053265,2.1176121,-1.5872208,3.2172325,-0.53041995,-0.83655775,-1.3678799,4.650749,-1.3406774,-0.20851886,-0.8190687,-1.1276215,-0.58655757
0208fec47,0.17012568,-0.39780447,-0.14607109,1.6198891,-1.2549642,-0.289039,-0.031169044,1.6820369,-1.1654056,0.891396,-1.1141478,6.1197577,0.33360258,0.9178963,-0.017352628,6.089694,-0.6537897,0.6151368,-0.23209018,-1.564155,0.27757767,-1.2771477,-0.69111,-0.6559622
0232841d4,-0.33747515,1.254587,-0.30762985,1.541245,-0.50758517,0.6074448,-1.0284841,0.9934851,-1.479511,-0.8317407,-0.7913135,0.0006148774,0.41542548,3.6739888,6.794024,0.6063415,-0.21610503,-0.5707601,2.7558298,-0.909657,-0.2342161,0.21890514,-1.023899,-0.2675324
02c30604d,-0.8278896,0.5283203,-0.759736,4.18301,-1.994826,-0.66698915,0.41757056,5.887182,-2.3273857,-0.08848184,-1.6019933,0.4920135,-0.18951333,-2.4107037,-0.8664099,1.011123,0.08419454,-0.57968193,-0.7087896,-2.2749019,-0.6463227,-1.5144411,6.4498405,3.6985006
02dbcc383,-0.1938146,-0.24574421,-0.3330633,2.2640529,-1.6230179,-0.8227424,0.24954233,0.6427086,-1.0642047,-0.14669001,-1.1101477,-0.22703128,5.7146006,-1.0588014,-1.2960888,-0.031485524,-0.8139683,-0.96107537,0.938043,-1.4675244,-0.8849464,-2.442982,-0.62202877,-0.30111733
0303dee3c,0.20975426,5.836243,-0.43821916,1.5344872,-1.521117,-0.6588167,-0.65336645,1.4436585,-0.32011798,-0.5299092,0.7801511,-0.20280726,0.32844102,-0.82668066,6.628658,-0.19017918,-0.08308613,-0.76341885,0.45745757,-0.9157626,-0.2704441,-0.048028644,-0.6336038,1.4751986
034f46152,-0.35867956,0.08779158,-0.26959068,5.196743,-0.10189481,5.0998445,0.6847116,0.57573926,-1.1966751,-0.41363594,-1.270069,-0.48318323,5.32882,0.24790238,-0.19736293,-0.3235025,-0.30861348,-1.3517796,5.01082,0.69517064,-1.1851671,-1.4582592,-0.6890223,0.19642085
