recording_id,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23
000316da7,1.2807963,0.05365127,1.5100076,5.1161027,-0.91121304,0.91476417,0.7290354,0.54613006,1.1213213,0.19713244,-0.73925686,-0.3432466,6.8380623,-0.1837888,0.3019461,0.60748416,0.7071187,-0.32465124,3.3332062,-1.6167911,-0.38861057,-0.14437383,0.03086554,1.8935393
003bc2cb2,0.111069046,0.66344184,1.1403944,7.3764296,-0.75895673,0.21435368,0.049181547,1.5293101,2.2747436,0.70928186,-0.036285773,-0.119827986,2.6077077,-0.32312176,-0.07928335,0.47395468,8.593252,0.10212657,1.7881808,-0.19256635,-1.1812905,3.2796412,0.42432275,0.0741154
0061c037e,4.758051,1.7759489,1.6453513,1.8634299,-0.5939562,4.046222,1.0297421,0.4585878,-0.32232302,1.2555435,1.3237703,1.4742167,0.6469264,1.2757064,-0.7396046,-0.47991374,0.3592642,2.258154,0.19970337,1.4923338,1.0494457,-0.69676304,1.6070946,2.4603355
010eb14d3,9.426923,0.91277796,-0.26341996,0.4750311,-1.2116532,0.4624146,-0.31175196,0.958519,7.0545115,-0.8367268,-0.23124374,-1.4443858,-0.74823093,0.10073404,0.3512666,-0.05845203,-0.74075174,-0.114129096,3.1505208,0.23955141,-0.028719233,0.38092276,-0.3744611,0.6268026
011318064,1.970005,1.1571445,-0.71034175,3.2356083,-0.12994413,1.1322584,0.062323146,1.6159227,-0.0559411,0.7683292,-0.024241963,0.48638245,0.04656034,-0.19196671,6.9673104,5.0689764,0.44047698,1.2511202,4.312886,-0.9394792,1.0457416,-0.21655296,-0.8884977,0.49287888
01307e693,-0.21802539,0.6601081,0.47399065,5.4057136,0.2581414,-0.28569376,0.5409076,7.5300336,-0.7605309,-0.31541345,0.7813014,3.146166,3.457317,1.1036655,0.15515734,5.3988695,2.301406,1.836394,0.53907514,-0.812777,0.6022787,-0.5096851,0.2707756,1.6934828
013bd8b85,0.43506882,-1.9026625,0.08589595,4.281027,-1.3896736,1.4819885,-0.6418685,0.33255073,1.8732256,2.2764812,-0.8082449,-0.6752053,8.972887,2.4050128,-0.72518146,1.4158387,-0.19570266,-1.0170962,2.780596,-2.88515,-0.18972525,0.24115074,0.77432305,2.0737593
01812f522,-0.43530622,-0.53396076,2.1419873,3.613231,0.603336,-1.4247439,0.9639826,0.63122696,-2.1541884,0.67441404,0.8170438,1.7878888,1.6951078,-0.7869331,-0.18781029,0.10952538,1.4174137,8.110555,1.0817157,-1.0025418,1.408466,-1.1060419,-0.5863286,0.8728007
019db5220,0.27047765,0.0026040818,-0.49962237,1.4052085,0.65899855,6.5418386,-0.15988861,0.90309745,0.29451013,1.0267804,0.492913,0.30055365,1.7671643,0.5869083,-0.039140146,0.33451056,-0.488846,0.041027173,0.35335892,0.11002198,-0.12170523,0.19737732,1.6290021,6.4534984
01bd97dd6,0.17108513,-1.1505045,0.8876857,4.873752,0.3665373,1.0190636,0.42601603,0.36309478,0.5348276,0.13822821,-0.5403276,-0.9013679,6.9591618,-0.42617106,0.7532307,-0.031005485,-0.094605066,-0.11347148,1.4330647,-1.3865681,-0.50692326,0.13342717,0.050646897,2.834962
01d36def5,1.8916003,0.52327996,-0.72735417,0.9529842,-0.6917262,5.6627245,0.078942716,4.7096205,1.3079294,2.8947933,0.6790686,0.5350267,0.31458372,0.75544906,0.22235706,1.3894285,0.16620015,0.38180205,0.17340592,0.45446163,0.9496585,-1.1414005,1.8151166,1.9032396
01fefebcb,0.6486245,1.4784199,0.3859421,9.497635,-1.3592722,2.1352277,0.7987346,1.5242517,0.32328197,0.4680536,-1.0801071,0.05796727,1.6729066,0.8109486,6.2694016,1.2611635,0.8451068,-0.023642778,4.123863,-0.85874224,1.2428377,-0.8549434,0.42852956,1.0635675
0208fec47,0.02196948,-0.06199552,-0.31852174,2.077827,1.5538039,-0.138291,-0.074413896,2.0602798,0.4513572,0.57932204,1.7796534,6.220062,0.20360404,1.158453,0.9912847,8.053992,1.052268,1.8423657,0.68561894,-0.2073334,-0.22410831,0.122030996,0.014454823,-0.3755374
0232841d4,0.06656815,-0.27547204,-0.95355403,0.08791895,-1.0988212,0.5642137,-0.16219965,0.63579845,-0.7943679,-0.113276035,-0.7552238,0.5290742,0.8858238,2.2300034,7.371508,0.92648065,-0.68239254,0.019407963,1.8454249,-0.056501195,-0.02431826,-0.27738136,-0.8046422,0.18842246
02c30604d,0.7757551,1.3087083,0.4751501,5.241549,-1.0585998,1.7595564,0.44009313,6.704106,-0.12066396,-0.5456373,1.0389678,-0.1603415,0.9891667,0.7822179,-0.03050777,1.9556262,0.9337538,0.3162263,-0.798887,0.23286484,0.6204589,-0.9688907,7.2139945,5.1484904
02dbcc383,0.4369957,-0.91951215,0.5440034,3.7569623,-1.2347182,1.562683,-0.8539925,-0.083529875,-0.03807974,-0.24014066,-1.3325456,-0.3925768,7.8415904,0.077181034,0.8478589,-0.2315798,-0.77724105,-1.3922505,2.0882392,-2.622781,-0.76573324,-0.21500124,0.059251484,0.72728544
0303dee3c,0.1075557,3.9274414,0.8944405,2.2916782,0.04109154,0.9761919,0.4868073,2.970183,-0.1543236,-0.7850241,1.7616379,2.104473,1.9835179,0.4580713,6.252878,1.7250034,-0.12679969,-0.75626475,0.028582938,1.5755169,0.17536646,0.1853484,0.12560067,0.9956094
034f46152,0.40570122,0.5302742,2.8340964,5.168576,-0.24656786,5.550385,0.50454694,0.44626844,0.011016373,0.30168453,0.07645344,0.048926026,6.0834155,0.5188536,-0.7647688,0.575754,0.3645544,0.26380762,1.567964,1.156229,0.2567049,-0.3019861,1.2878579,2.412133
037460d90,2.9537802,4.5755215,1.2252231,7.0345507,1.7283176,2.620552,0.45488566,1.2137685,-0.8058928,0.1890486,0.3431122,1.34555,2.0716538,1.7411003,-1.0385197,-1.0916945,1.9448315,0.5593509,1.413373,0.10743152,-0.26840565,0.6640675,-0.42064017,1.1298784
