recording_id,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23
000316da7,-1.2357235,-1.3073977,-2.2288024,4.301955,-1.5965117,-0.82811,0.28118935,-1.4133427,-2.2948601,-1.5577309,-2.0746107,-2.0166526,2.0087347,-2.9098268,-1.8028892,-1.671539,-2.1860986,-2.7161663,0.28042024,-2.636028,-2.422564,-2.6133065,-2.3317676,-1.4247496
003bc2cb2,-1.3160127,-0.6074815,-1.7695727,5.106609,-2.080057,-1.5742414,-1.5507444,-0.2515209,-1.7975558,-1.7622544,-1.393836,-1.1825547,-0.5729403,-1.627169,-1.132214,-1.2736076,3.8375306,-0.8574378,-1.7293729,-1.8347769,-1.3382412,-1.6426454,-0.020679152,-0.7277108
0061c037e,-1.8401737,-2.374319,-4.4750767,-0.3334594,-2.8235235,2.6821382,-2.682093,0.11825337,-3.8096921,-2.7327518,-2.335073,-2.38807,-2.949857,-3.9670355,-4.1449285,-3.08305,-3.4069319,-4.077123,-3.2680538,-2.743436,-2.096375,-3.9511378,-2.341107,-2.195185
010eb14d3,5.078304,-2.5968862,-3.0001795,-1.7288985,-2.3742611,-2.2738883,-2.4617863,-2.2268605,3.8638384,-2.6427877,-2.7424157,-2.3339057,-1.9092754,-3.2807472,-2.9159062,-2.4270337,-3.4947379,-3.2017632,-2.473663,-3.606533,-2.8428707,-2.7581472,-3.9030185,-2.8476682
011318064,-2.7379725,-2.4804447,-2.6193266,1.0461559,-1.7319901,-1.5633185,-1.8333199,-1.5210345,-2.9270823,-3.1585712,-2.061555,-2.08806,-2.682008,-2.4596987,4.8055625,1.5206239,-2.464951,-2.4516435,1.1300278,-2.5401254,-2.5475845,-2.1134973,-2.1931694,-1.3301384
01307e693,-2.3092864,-2.06098,-2.2447464,4.216487,-3.0517833,-1.8144042,-2.3903277,3.5981677,-3.0089877,-2.8214095,-1.9771332,-1.8982656,0.87584525,-1.4234114,-1.570987,0.654407,-1.6835856,-1.5100871,-2.564247,-3.1469982,-1.984536,-2.6199658,-2.2068543,-1.0464882
013bd8b85,-1.6217215,-1.2961507,-1.5192081,2.9113898,-1.6732646,-0.651143,-1.3175447,-1.2458931,-1.8485688,-1.1150775,-2.852476,-2.1629586,4.7765856,-1.0150415,-2.205094,-2.396792,-2.2388587,-2.245111,-0.2100382,-3.0849035,-2.179901,-2.657059,-1.688974,-1.573532
01812f522,-2.5130615,-1.9959732,-2.60626,-0.23395978,-2.8896916,-2.9407067,-2.0152266,-2.0300689,-3.049252,-1.2256627,-2.7071247,-2.093204,-1.2928503,-3.0687644,-1.7688407,-2.3427556,-1.578211,5.0598593,-2.5732048,-2.1624827,-1.4233844,-3.7040904,-3.0619745,-2.0885317
019db5220,-2.355508,-2.091853,-3.1149027,-1.4270573,-1.1765091,1.5314754,-2.4279556,-2.7090704,-2.2876685,-2.6799095,-1.9631076,-2.7551308,-2.3993316,-2.4496603,-2.411797,-3.0850945,-2.680477,-2.4499702,-1.2666551,-3.309665,-2.9130204,-3.0724602,-0.72830397,4.2268767
01bd97dd6,-1.922914,-2.1910615,-2.393947,4.093537,-2.368898,-1.2190822,-1.2647941,-1.0994743,-2.8500764,-2.605804,-1.9812877,-2.3452265,2.0319798,-3.0609689,-1.6262913,-2.3667476,-2.3323615,-1.9312,-0.74744916,-3.0249739,-2.3495426,-2.6044624,-1.9126402,-1.3724182
01d36def5,-3.426118,-2.606793,-4.4368653,-3.3295515,-3.369903,3.6910095,-3.6533206,1.2915252,-3.1043985,-1.3779142,-3.2268574,-2.7434757,-3.9978547,-3.027184,-3.8263834,-3.7012193,-3.4763622,-3.7276225,-3.88394,-3.2339988,-3.0557342,-3.7066534,-3.4978926,-1.4783133
01fefebcb,-1.3286629,-1.503288,-2.350616,4.960753,-2.3842773,-1.8575294,-1.9226743,-0.8973463,-2.4461665,-2.0972514,-1.9677471,-1.5360941,0.49484047,-1.8985475,0.8917672,-1.6665545,-1.600591,-2.359223,1.3749915,-1.9730947,-1.3907578,-2.2248046,-0.9995665,-1.2572612
0208fec47,-2.7402582,-2.7712288,-3.615892,-0.55268633,-3.7056198,-3.3346632,-2.9313607,-1.6591042,-3.3517475,-4.6912255,-2.433335,4.12739,-2.9980342,-1.9682231,-3.0252452,3.4034784,-2.8678362,-2.034056,-2.855415,-2.7267766,-2.8595738,-3.9335685,-2.8282692,-2.7290785
0232841d4,-2.2184453,-2.3205588,-2.849293,-1.6290598,-2.460615,-2.6890044,-3.0777822,-2.1551013,-3.8491662,-3.1573617,-2.8757088,-2.0361152,-2.4792142,1.5472745,4.629091,-2.2109168,-3.1685727,-2.9356472,0.76061195,-2.3767762,-2.0858357,-0.38173407,-2.8763053,-2.0669525
02c30604d,-1.6456316,-2.1592083,-2.3355439,3.950758,-2.5050843,-1.5896889,-1.9199132,3.8354807,-2.173694,-2.436595,-0.5540945,-1.9866786,-1.3144526,-2.7810478,-1.8567493,-1.6617509,-1.837346,-2.4553118,-1.8852779,-2.316397,-2.0306077,-2.3365998,4.752632,-0.2392659
02dbcc383,-1.1123405,-1.0618743,-1.54046,2.3762944,-2.0971358,-1.4476349,-2.2025025,-0.5621175,-2.6500254,-1.9920224,-2.7406702,-1.9194815,5.258685,-2.771496,-2.064498,-1.5886137,-1.7248602,-2.054695,-0.12042637,-2.8857443,-2.9112344,-2.5696883,-2.3479486,-1.1523719
0303dee3c,-2.5676556,1.2995763,-2.5073738,-1.1933734,-2.0125268,-3.1102116,-2.660052,-1.4177191,-3.5900545,-3.5730135,-3.18152,-2.2432413,-2.0869434,-1.445446,4.688339,-2.7163935,-3.0060456,-2.433674,-2.1746554,-2.4868119,-1.7498964,-2.8309128,-2.538377,-1.840895
034f46152,-1.5375301,-1.5954367,-0.81877637,4.9228992,-1.8453816,0.41391242,-1.217339,-0.7873475,-2.1888597,-1.9723105,-2.0127106,-1.7621306,4.235456,-2.7324169,-1.6704345,-2.036834,-2.1757104,-2.5355558,0.7939421,-1.383189,-2.1313837,-2.187986,-0.68942744,-1.0802552
037460d90,-1.4948908,-0.68064195,-1.682425,5.007945,-1.1199478,-1.687713,-1.9374305,-0.8517433,-2.166996,-2.1673276,-1.6139289,-1.4095693,-0.93075293,-0.53397185,-1.5021139,-1.3333262,-0.15246657,-1.9892215,-1.0579773,-1.5242668,-1.4982125,-1.9928386,-1.8792616,-1.4283001
039395460,-1.7709991,4.272435,-2.648344,4.0927105,-2.4435122,3.157932,-2.2481802,-1.1003693,-2.768578,-1.6036665,-2.184173,-1.8427465,-2.111199,-1.9448963,-2.010399,-1.9220428,-2.1948955,-2.4686296,0.3847666,-2.3105605,-2.4955673,-2.7541373,-1.0776252,-1.2077082
039892ae3,-1.9600155,-2.0033362,-2.0114858,4.269964,-3.0646472,-1.2268105,-2.796817,4.558215,-2.7058413,-1.14368,-2.152235,-1.892847,-0.36271903,-2.3890607,-1.845832,-1.4712366,-1.136491,-1.6676342,-2.341871,-2.1016014,-1.8814425,-3.0792992,-2.1633816,-1.3435563
03a06a709,-1.804222,-1.91428,-2.7407293,2.8662837,-2.041432,2.0414138,0.66880554,-0.44939846,-3.176208,-2.2663388,-0.55380356,-2.0665689,-1.7104442,-2.9906197,-2.2448661,-1.7339797,-2.4184358,-2.4813762,0.11282439,-2.287275,0.38787386,-3.1990147,-1.7237316,-1.0903528
03a9a5b2a,-1.9207872,-2.2984111,-3.0614226,2.6841722,-0.8633422,-1.2899685,-1.0380999,-1.839595,-3.4738376,-2.0564022,-2.938401,-2.639476,3.9740086,-3.3723366,-2.0940921,-2.5048692,-2.5716,-2.6032472,1.649669,-3.576967,-3.0017383,-2.3808188,-2.914371,-1.75823
03d0c7428,-1.38044,-2.607942,-2.6545644,3.1747813,-1.8034191,-1.7876757,-0.8114014,-2.146127,-3.2844276,-2.1191792,-2.2787125,-2.6064987,3.536581,-3.1247263,-1.9034495,-2.6137288,-2.59529,-2.6373756,0.9297502,-3.0402882,-3.0230742,-2.7661538,-3.1669466,-2.0199776
03f5a4505,-1.329276,-0.81060547,-0.8737782,0.42631397,-1.0573825,-1.1806848,-1.9378936,-0.63230586,-1.5355738,-1.7001867,-2.4093523,-1.4448242,5.245561,-1.5966377,-1.2313384,-1.7165526,-1.6745478,-1.5797408,-0.860889,-2.6283884,-1.8889121,-2.3821244,-1.5213258,-1.2514006
03f8931a1,-2.499719,-2.3092604,-2.3350363,-0.8707269,-2.874286,-2.3639429,-2.2403882,4.00074,-2.8380637,-3.3005185,-0.46662626,4.3660975,-1.7869844,-2.5658855,-2.063807,-2.1829867,-0.3258054,-2.1590316,-2.1591444,-1.7912381,-2.606937,-3.048243,-3.293793,-1.1649207
04053cd3e,2.08017,-0.06686073,-1.7400619,-0.3412306,-1.0130694,-2.3492415,-2.149268,-1.5345173,-2.063784,-1.8059232,-3.0815709,-1.858795,4.2172074,-1.9924027,-2.151511,-1.8284628,-2.2729337,-2.4139886,1.4212586,-3.2028334,-2.8604467,-2.3094819,-1.8395222,-1.6567903
040d4f0d5,-2.9827783,-2.515725,-3.8292718,-1.8857598,-2.0801027,-2.8628795,-3.181837,-2.3647366,-3.8441734,-0.6497093,-3.7340262,-1.7373464,-2.9561586,-2.537638,4.1369076,-2.8231666,-3.9593947,-3.934651,-0.46349165,-2.7190917,-2.5791383,-2.5033302,-3.216472,-2.6911044
