recording_id,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23
000316da7,-2.7049932,-2.9081354,-2.991464,3.5915282,-3.6038153,-1.5432866,-2.2245007,-2.3190076,-3.022022,-2.7308617,-3.454879,-2.2075007,0.6892763,-3.516051,-2.1926093,-2.0173998,-2.8394766,-2.3664525,1.3061477,-2.5454772,-3.197593,-3.0677037,-2.9112258,-2.4892333
003bc2cb2,-2.4668934,-2.0490701,-2.6433384,4.3325467,-3.4134028,-1.6129305,-2.3062494,-1.6077802,-3.1064022,-2.4418092,-2.6415522,-2.4110014,-1.7044499,-2.983758,-1.3308688,-2.0524158,4.9886556,-1.9341731,-2.2962346,-2.7494924,-3.3229911,-2.4483328,-1.9238044,-2.1195993
0061c037e,1.479431,-2.682325,-3.7003305,0.40240443,-3.7248483,0.48678336,-4.586559,-2.4384284,-4.8909993,-4.1264887,-3.1663628,-2.8835258,-2.9678824,-5.3281617,-3.3147397,-3.3407407,-4.4934454,-3.7452104,-4.3483043,-3.4274354,-2.732909,-3.8132677,-2.0564425,-3.5905347
010eb14d3,3.8492622,-2.153226,-3.0959477,-1.5770942,-3.6667924,-1.8183472,-3.4179132,-2.1276603,0.9182207,-2.8192472,-3.2025027,-2.7312238,-2.5063834,-3.5275428,-2.7397358,-2.5322096,-3.0576894,-2.7810695,-0.7904124,-3.5980895,-3.8731349,-3.2129214,-3.353211,-2.9625654
011318064,-2.9990704,-2.3968735,-2.7732112,0.9100307,-3.0188727,-2.709514,-1.862388,-2.1772006,-3.7114522,-3.4620602,-3.5608208,-3.282544,-2.4970305,-2.91168,4.5375934,-0.903842,-3.0582669,-3.0632231,1.9200071,-3.1581752,-3.1987786,-2.7740636,-3.2235878,-2.9511895
01307e693,-3.2660859,-3.3807197,-3.4056852,3.0363908,-3.7586725,-2.6351714,-2.861714,2.528268,-4.0721016,-3.3296862,-3.8243585,-2.868934,0.64573014,-1.5150229,-2.5837407,0.3916694,-3.2225351,-2.0215826,-3.384807,-4.2076178,-3.4717636,-3.7085865,-3.4805937,-3.3143742
013bd8b85,-3.7292137,-3.2547042,-3.4056022,1.018701,-3.8406508,-2.6157656,-3.029618,-2.4981112,-3.3677592,-3.65386,-3.6692035,-3.2120526,3.7505808,-0.5739424,-2.5483077,-2.9457657,-2.9159403,-3.1202445,1.9177418,-3.2850852,-3.9689672,-3.8799217,-2.4847515,-3.0409625
01812f522,-2.9902306,-3.2558627,-3.2769785,-0.61090267,-3.332275,-3.2825286,-3.1051178,-2.596294,-3.7937868,-1.8373808,-3.8425846,-1.6008548,-1.9886154,-3.778302,-2.5487149,-2.913614,-0.8006274,4.7311234,-2.5858696,-2.9578595,-3.7097669,-3.4741457,-3.5674803,-2.9392414
019db5220,-3.0157712,-2.4084206,-3.1539667,-1.8587598,-2.7128637,3.6745386,-2.9380097,-2.3611996,-3.573218,-2.4025042,-2.8435223,-2.8996608,-2.2100446,-3.5743885,-2.5017176,-3.5613973,-2.9333375,-2.6657624,-1.1019046,-2.843694,-2.9074569,-3.5194266,-2.4370255,4.685983
01bd97dd6,-3.4635787,-3.5019195,-3.8924847,1.7167618,-3.2079291,-2.0756834,-3.1675088,-3.5086937,-3.8954213,-4.153458,-4.1566386,-3.1140087,0.4429114,-4.161027,-3.6465173,-3.2950194,-3.652722,-2.362664,-0.6732431,-2.3023016,-4.2472835,-3.7505271,-3.136296,-3.155781
01d36def5,-2.932631,-3.3029952,-3.4982948,-2.296854,-3.303363,2.938418,-4.1305985,2.0986154,-3.9121032,-3.0947185,-3.4493563,-3.1753464,-3.226395,-3.5387657,-2.9306974,-3.6910708,-3.2840023,-3.2787852,-2.7534862,-3.3166358,-3.7044113,-3.4473238,-2.9467096,-2.544096
