recording_id,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23
000316da7,-3.2385597,-3.551801,-4.153137,3.2569587,-3.945963,-3.3032992,-2.1343799,-2.6634707,-3.7582982,-3.5590532,-4.4678206,-3.4247258,1.0999168,-3.6010783,-3.381192,-3.446664,-3.809154,-3.4150968,-0.4117251,-3.7945552,-3.4882247,-3.529544,-3.6278696,-2.8480628
003bc2cb2,-2.4417272,-2.6855772,-2.844356,4.581053,-3.047952,-2.1713676,-2.0565372,-1.3667189,-2.7708743,-3.306454,-2.9487062,-2.4726934,-1.5844177,-2.2628107,-2.5013347,-2.5999017,4.773243,-1.9274995,-3.0531955,-3.065918,-2.6680062,-2.9927094,-2.3897386,-2.2810073
0061c037e,0.15954755,-3.5295546,-6.3797917,-3.2410789,-5.2384863,2.0801828,-4.6508355,-2.755867,-5.6525626,-5.5020885,-4.1073427,-4.125105,-4.926699,-6.1371784,-4.9237413,-3.7452939,-5.385588,-4.7790623,-5.594476,-5.353334,-3.8587031,-5.8949122,-2.9939296,-3.5139415
010eb14d3,4.268032,-4.087757,-4.552994,-3.324145,-4.4378996,-2.3240492,-4.672816,-3.2365208,2.6949332,-4.405471,-3.8007169,-3.8293228,-4.403222,-4.2116275,-3.9172199,-3.4876792,-3.9734302,-3.8231616,-2.314,-5.1610227,-4.744682,-4.526056,-4.454213,-3.751597
011318064,-3.8442006,-4.084756,-4.7013984,-0.23301375,-3.3348844,-3.5345933,-3.783388,-3.8757546,-4.487662,-4.557739,-3.4416103,-3.733741,-3.9728525,-4.168933,3.7383761,-0.013197056,-4.2100167,-4.1663437,0.3950631,-4.3109684,-4.3779078,-3.322446,-4.277263,-3.3013396
01307e693,-3.936485,-3.9975214,-4.0369925,2.9037755,-4.0236874,-3.4751494,-2.633263,0.5669166,-4.4412827,-4.1541114,-3.640746,-3.1923945,-1.2453871,-3.734108,-3.327758,1.066987,-3.3112469,-2.4964676,-3.9330497,-4.695578,-4.396412,-4.725806,-3.9481077,-1.9716272
013bd8b85,-3.7713583,-3.2361984,-3.5152218,0.46885225,-3.6774566,-1.9461957,-2.4785478,-2.444557,-3.1901832,-3.549914,-3.3401139,-2.7842767,4.3593464,-2.801578,-2.8081398,-3.0055423,-3.6686397,-2.8887365,1.912067,-3.719302,-2.6715488,-3.9757063,-2.4633553,-2.5078864
01812f522,-4.0157533,-3.7377484,-3.877092,-0.096978895,-3.5599754,-4.32618,-2.895424,-3.159669,-4.639867,-2.9400775,-4.2693176,-3.0585275,-3.1488984,-4.2276473,-3.7627797,-3.8276267,-1.5888388,4.390488,-3.6269643,-2.7020252,-3.5714293,-4.749595,-4.743212,-3.1046457
019db5220,-3.389513,-3.583984,-4.0868125,-2.5541427,-1.2605553,2.5343423,-2.9309368,-3.035511,-3.2580688,-3.5130312,-3.4856791,-3.4864898,-2.633915,-3.2838979,-3.7670107,-3.630422,-3.4585812,-2.9838724,-2.9757524,-3.872982,-3.7760084,-3.4671743,-2.509151,4.046697
01bd97dd6,-4.62884,-5.505813,-5.496406,2.732463,-5.0414853,-4.2259393,-3.8562572,-3.453298,-5.247172,-5.580825,-5.2068944,-3.9612908,-0.4369005,-5.6969132,-4.1849155,-4.250954,-5.3818283,-4.270872,-2.7980456,-3.981074,-3.9901166,-4.646923,-4.6082077,-3.32966
